ID,Language,Source Text,Translated Text
,ar,Finished Good has not set in the stock entry {0},لم يتم تعيين البضائع المنتهية في قيد المخزون {0}
,ar,Finished Item {0} does not match with Work Order {1},الصنف النهائي {0} لا يتطابق مع أمر العمل {1}
,ar,First 2 digits of GSTIN should match with State number {0}.,يجب أن يتطابق أول رقمين من الرقم الضريبى مع رقم الحالة {0}.
,ar,First Name,الاسم الأول
,ar,Fixed Asset Defaults,افتراضات الأصول الثابتة
,ar,Follow these steps to create a landing page for your store,اتبع هذه الخطوات لإنشاء صفحة مقصودة لمتجرك
,ar,Following Report Filters have missing values:,تحتوي عوامل تصفية التقرير التالية على قيم مفقودة:
,ar,Footer Content,محتوى التذييل
,ar,For Designation,للتعيين
,ar,For Job Card,لبطاقة العمل
,ar,"For Links, enter the DocType as range.|||For Select, enter list of Options, each on a new line.",بالنسبة للارتباطات ، أدخل DocType كنطاق. ||| بالنسبة للتحديد ، أدخل قائمة الخيارات ، كل منها في سطر جديد.
,ar,For Operation,للتشغيل
,ar,"For a day of leave taken, if you still pay (say) 50% of the daily salary, then enter 0.50 in this field.",بالنسبة ليوم الإجازة المأخوذة ، إذا كنت لا تزال تدفع (على سبيل المثال) 50٪ من الراتب اليومي ، فأدخل 0.50 في هذا الحقل.
,ar,"For multiple addresses, enter the address on different line. e.g. test@test.com ⏎ test1@test.com",لعناوين متعددة ، أدخل العنوان في سطر مختلف. على سبيل المثال test@test.com ⏎ test1@test.com
,ar,Form,استمارة
,ar,Form Dict,نموذج قاموس
,ar,Form Tour,جولة في النموذج
,ar,Form Tour Step,خطوة جولة النموذج
,ar,Formula Based Criteria,المعايير المستندة إلى الصيغة
,ar,Fraction of Applicable Earnings,جزء من الأرباح المطبقة
,ar,Fraction of Daily Salary per Leave,جزء من الراتب اليومي لكل إجازة
,ar,Fractional Cost,التكلفة الجزئية
,ar,Frappe Light,أبيض نهاري
,ar,"Freeze accounting transactions up to specified date, nobody can make/modify entry except the specified Role.",تجميد المعاملات المحاسبية حتى تاريخ محدد ، لا يمكن لأي شخص إجراء / تعديل القيد باستثناء الدور المحدد.
,ar,From Corrective Job Card,من بطاقة العمل التحريرية
,ar,From Date & To Date is mandatory for generating E-Invoice Summary Report,من تاريخ إلى تاريخ إلزامي لإنشاء تقرير ملخص الفاتورة الإلكترونية
,ar,From Date and To Date are mandatory,من تاريخ وإلى تاريخ إلزامي
,ar,From Date must come before To Date,"يجب أن يأتي ""من التاريخ"" قبل ""إلى التاريخ"""
,ar,From Delivery Date,من تاريخ التسليم
,ar,From Opportunity,من فرصة
,ar,From Order Id,من رقم الطلب
,ar,From Payment Date,من تاريخ الدفع
,ar,"From here, you can enable encashment for the balance leaves.",من هنا يمكنك تفعيل السحب لأوراق الرصيد.
,ar,From(Year),من سنة)
,ar,Fuel Expenses,مصاريف الوقود
,ar,GROUP_CONCAT,ضم المجموعات
,ar,GST Tax Settings,إعدادات ضريبة الضريبة
,ar,"GST category should be one of {}, {}, {}, {}",يجب أن تكون فئة الضريبة واحدة من {} ، {} ، {} ، {}
,ar,GSTIN is mandatory to fetch company GSTIN details. Please enter GSTIN in selected company address.,الرقم الضريبى إلزامي لجلب تفاصيل رقم الضريبى للشركة. الرجاء سجل الرقم الضريبى في عنوان الشركة المحدد.
,ar,GSTIN is mandatory to fetch customer GSTIN details. Please enter GSTIN in selected customer address.,الرقم الضريبى إلزامي لجلب تفاصيل رقم العميل الضريبى. الرجاء سجل الرقم الضريبى في عنوان العميل المحدد.
,ar,Generate E-Way Bill,توليد E-Way Bill
,ar,Generate IRN,توليد IRN
,ar,Generate IRNs,توليد IRNs
,ar,Generating E-Invoices...,إنشاء الفواتير الإلكترونية ...
,ar,Get Applicable Treatment Plans,احصل على خطط علاج قابلة للتطبيق
,ar,Get Customer Group Details,احصل على تفاصيل مجموعة العملاء
,ar,Get Finished Goods for Manufacture,احصل على البضائع الجاهزة للتصنيع
,ar,Get Memberships,احصل على العضويات
,ar,Get OpenID Configuration,احصل على تكوين OpenID
,ar,Get Stock,احصل على مخزون
,ar,Get Sub Assembly Items,احصل على أصناف التجميع الفرعية
,ar,Get Supplier Group Details,احصل على تفاصيل مجموعة الموردين
,ar,Get Timesheets,احصل على الجداول الزمنية
,ar,Go make some noise,اذهب واصنع بعض الضوضاء
,ar,Go to Cart,اذهب إلى عربة التسوق
,ar,Go to Notification Settings List,انتقل إلى قائمة إعدادات الإشعارات
,ar,Go to Quote,انتقل إلى عرض السعر
,ar,Goods,بضائع
,ar,Google Drive Picker,منتقي جوجل درايف
,ar,Google Drive Picker Enabled,تم تفعيل منتقي Google Drive
,ar,Graph,رسم بياني
,ar,Gratuity,إكراميات
,ar,Gratuity Applicable Component,المكون المطبق على الإكرامية
,ar,Gratuity Rule,قاعدة الإكراميات
,ar,Gratuity Rule Slab,شريحة قاعدة الإكراميات
,ar,Gratuity Rules,قواعد الإكراميات
,ar,Greeting Message,رسالة تحية
,ar,Grievance Against,التظلم مقابل
,ar,Grievance Against Party,التظلم مقابل الطرف
,ar,Grievance Details,تفاصيل التظلم
,ar,Grievance Type,نوع التظلم
,ar,Gross Pay (Company Currency),الراتب الإجمالي (عملة الشركة)
,ar,Gross Purchase Amount should be <b>equal</b> to purchase amount of one single Asset.,يجب أن يكون إجمالي مبلغ الشراء <b> مساويًا </ b> لمبلغ شراء أصل واحد.
,ar,Gross Year To Date,العام الإجمالي حتى تاريخه
,ar,Gross Year To Date(Company Currency),إجمالي السنة حتى تاريخه (عملة الشركة)
,ar,Group By {0},تجميع حسب {0}
,ar,Group Duplicate Queries,مجموعة استعلامات مكررة
,ar,Group Object Class,فئة كائن المجموعة
,ar,Group Same Items,تجميع نفس الأصناف
,ar,Halted,توقف
,ar,Have Default Naming Series for Batch ID?,هل لديك سلسلة تسمية افتراضية لرقم الدُفعة؟
,ar,Healthcare Service,خدمة الرعاية الصحية
,ar,Height (cm),الطول (سم)
,ar,"Help: To link to another record in the system, use ""/app/note/[Note Name]"" as the Link URL. (don't use ""http://"")","مساعدة: للربط بسجل آخر في النظام ، استخدم ""/ app / note / [Note Name]"" كعنوان URL للرابط. (لا تستخدم ""http: //"")"
,ar,Helvetica Neue,هيلفيتيكا نيو
,ar,Here are the options to proceed:,فيما يلي خيارات المتابعة:
,ar,"Here is your webhook secret for {0} API, this will be shown to you only once.",هذا هو سر الرد التلقائي على الويب الخاص بواجهة برمجة تطبيقات {0} ، والذي سيظهر لك مرة واحدة فقط.
,ar,"Here, you can select a senior of this Employee. Based on this, Organization Chart will be populated.",هنا ، يمكنك اختيار أحد رؤساء هذا الموظف. بناءً على ذلك ، سيتم ملء المخطط الهيكلي.
,ar,"Here, your weekly offs are pre-populated based on the previous selections. You can add more rows to also add public and national holidays individually.",هنا ، يتم ملء فترات الراحة الأسبوعية مسبقًا بناءً على التحديدات السابقة. يمكنك إضافة المزيد من الصفوف لإضافة أيام العطل الرسمية والوطنية بشكل فردي.
,ar,Hey {}! This email is to remind you about the upcoming holidays.,مهلا {}! هذا البريد الإلكتروني لتذكيرك بالعطلات القادمة.
,ar,"Hi,",أهلا،
,ar,Hide Descendants,إخفاء الفروع
,ar,Hide Failed Jobs,إخفاء المهام الفاشلة
,ar,Hide Images,إخفاء الصور
,ar,Hide Saved,إخفاء المحفوظة
,ar,Hide Tags,إخفاء العلامات
,ar,Hide descendant records of <b>For Value</b>.,إخفاء السجلات التابعة لـ <b> For Value </b>.
,ar,Holidays this Month.,العطلات هذا الشهر.
,ar,Holidays this Week.,العطلات هذا الأسبوع.
,ar,Hour Rate (Company Currency),سعر الساعة (عملة الشركة)
,ar,How would you rate the blog?,كيف تقيم المدونة؟
,ar,IGST value of all items is not equal to total IGST value. Please review taxes for any correction.,قيمة الضريبة لجميع الأصناف لا تساوي إجمالي قيمة الضريبة. يرجى مراجعة الضرائب لأي تحرير.
,ar,IRN Cancelled - {},تم إلغاء IRN - {}
,ar,IRN Generated,ولدت IRN
,ar,IRN No.,رقم IRN
,ar,IRN generation is not allowed for invoices dated before 1st Jan 2021,لا يُسمح بإنشاء IRN للفواتير المؤرخة قبل 1 يناير 2021
,ar,IRN not found. You must generate IRN before cancelling.,IRN غير موجود. يجب عليك إنشاء IRN قبل الإلغاء.
,ar,ITC Available (whether in full or part),مركز التجارة الدولية متاح (سواء كليًا أو جزئيًا)
,ar,Identification Number (UID),رقم التعريف (UID)
,ar,"If checked, Rejected Quantity will be included while making Purchase Invoice from Purchase Receipt.",إذا تم تحديده ، فسيتم تضمين الكمية المرفوضة أثناء عمل فاتورة الشراء من إيصال الشراء.
,ar,"If checked, a customer will be created, mapped to Patient.|||Patient Invoices will be created against this Customer. You can also select existing Customer while creating Patient.",إذا تم تحديده ، سيتم إنشاء عميل وتعيينه إلى المريض. ||| سيتم إنشاء فواتير المريض لهذا العميل. يمكنك أيضًا تحديد العميل الحالي أثناء إنشاء المريض.
